Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,S071-004,LMG_23826,25MDFML003374-2A,MOD1_WNTSBCO4,10_6_2001,716,CS-42,CFSAN145334,CRZK,bq,CFSAN080751,1011-04,CFSAN142785,CS6162,CH43,CH65,CH44,CFSAN141446,CH84,CFSAN080747,25MDFML003369-4A,CS291,KubGAU_B-268,CFSAN129441,cro810A3,cro1489B1,HA18074,CFSAN141625,25MDFML004503-1A,25MDFML003369-3A,CH45,SC16,MOD1_LR736,CE52,CFSAN140976,CFSAN138565,CFSAN135223,S054-001,S053-001
rutA,rutA,Pyrimidine monooxygenase RutA,39,39,1,1,46,,,,1089,1089,1089,COBAIANA_03255,NCDGGIKE_02421,KEJBGJNJ_00368,JELDIHCN_00266,PBHEHNGA_00563,DALMCLCA_04089,ONIJJAOC_02194,OLEGOONE_02177,CMJCGDBJ_01070,FDIPHMPI_01435,GAFMEKNJ_01078,JJCAEOCL_02142,FIMNDECN_02466,BOLFLKJN_02034,MONHGDDE_01795,HENDCIDF_00364,BGHDJHLL_02379,MLDDBGFK_03057,OBCFPDNM_00247,PDLMEAGH_00897,MIEBPKLG_00134,FAKIMOAG_01109,AAJLDHNL_01833,HFELHBKN_00940,FPIHAPOB_02354,PLNCNKBH_03858,IMMFCMMB_01651,BDMJLJKB_00134,MDDFFGJE_02244,ADGPNKPL_00134,MFAJDMJN_02602,HOGJFGMH_00956,BFJHMAPM_01468,JFGMPIEF_00949,DOHFHPBA_00659,OAICLECK_00099,HGGDPEND_00704,PGNFGNII_00659,PDCFMNHJ_00658
gcvP,gcvP,Glycine dehydrogenase (decarboxylating),39,39,1,1,44,,,,2874,2874,2874,COBAIANA_02230,NCDGGIKE_00584,KEJBGJNJ_02239,JELDIHCN_03298,PBHEHNGA_01073,DALMCLCA_03266,ONIJJAOC_03152,OLEGOONE_00179,CMJCGDBJ_01874,FDIPHMPI_03172,GAFMEKNJ_01300,JJCAEOCL_00126,FIMNDECN_01011,BOLFLKJN_02201,MONHGDDE_03310,HENDCIDF_03111,BGHDJHLL_03255,MLDDBGFK_00129,OBCFPDNM_03669,PDLMEAGH_00557,MIEBPKLG_02239,FAKIMOAG_02169,AAJLDHNL_00235,HFELHBKN_00239,FPIHAPOB_03439,PLNCNKBH_00003,IMMFCMMB_02326,BDMJLJKB_00602,MDDFFGJE_00562,ADGPNKPL_01468,MFAJDMJN_03260,HOGJFGMH_02499,BFJHMAPM_01318,JFGMPIEF_03197,DOHFHPBA_01472,OAICLECK_01970,HGGDPEND_01524,PGNFGNII_00924,PDCFMNHJ_01373
rapA_2,rapA_2,RNA polymerase-associated protein RapA,39,39,1,1,43,,,,2907,2907,2907,COBAIANA_02731,NCDGGIKE_03247,KEJBGJNJ_02735,JELDIHCN_02289,PBHEHNGA_01397,DALMCLCA_02296,ONIJJAOC_02843,OLEGOONE_01318,CMJCGDBJ_02314,FDIPHMPI_00637,GAFMEKNJ_03955,JJCAEOCL_03244,FIMNDECN_02082,BOLFLKJN_01429,MONHGDDE_02541,HENDCIDF_02795,BGHDJHLL_00370,MLDDBGFK_01452,OBCFPDNM_01944,PDLMEAGH_02799,MIEBPKLG_01773,FAKIMOAG_01521,AAJLDHNL_02465,HFELHBKN_02708,FPIHAPOB_00286,PLNCNKBH_02253,IMMFCMMB_02682,BDMJLJKB_01099,MDDFFGJE_00135,ADGPNKPL_01332,MFAJDMJN_00370,HOGJFGMH_02077,BFJHMAPM_03643,JFGMPIEF_02844,DOHFHPBA_01953,OAICLECK_01416,HGGDPEND_02741,PGNFGNII_01350,PDCFMNHJ_00879
group_17,,Putative formate dehydrogenase,39,39,1,1,40,,,,2973,2973,2973,COBAIANA_01518,NCDGGIKE_02964,KEJBGJNJ_00912,JELDIHCN_01609,PBHEHNGA_00419,DALMCLCA_00728,ONIJJAOC_03502,OLEGOONE_02867,CMJCGDBJ_01200,FDIPHMPI_00876,GAFMEKNJ_03157,JJCAEOCL_02653,FIMNDECN_00085,BOLFLKJN_00958,MONHGDDE_03578,HENDCIDF_03738,BGHDJHLL_03829,MLDDBGFK_02189,OBCFPDNM_03370,PDLMEAGH_03573,MIEBPKLG_01026,FAKIMOAG_02856,AAJLDHNL_02022,HFELHBKN_02600,FPIHAPOB_00305,PLNCNKBH_04200,IMMFCMMB_03626,BDMJLJKB_01508,MDDFFGJE_03791,ADGPNKPL_01022,MFAJDMJN_03833,HOGJFGMH_03610,BFJHMAPM_04039,JFGMPIEF_03400,DOHFHPBA_01210,OAICLECK_03477,HGGDPEND_01828,PGNFGNII_01989,PDCFMNHJ_02998
group_15,,hypothetical protein,39,39,1,1,38,,,,2988,2988,2988,COBAIANA_01059,NCDGGIKE_02036,KEJBGJNJ_03821,JELDIHCN_02510,PBHEHNGA_01837,DALMCLCA_02722,ONIJJAOC_00119,OLEGOONE_01981,CMJCGDBJ_01547,FDIPHMPI_01819,GAFMEKNJ_00542,JJCAEOCL_04055,FIMNDECN_01625,BOLFLKJN_03427,MONHGDDE_02935,HENDCIDF_03446,BGHDJHLL_03015,MLDDBGFK_01206,OBCFPDNM_03037,PDLMEAGH_00976,MIEBPKLG_00553,FAKIMOAG_00167,AAJLDHNL_03041,HFELHBKN_01572,FPIHAPOB_03070,PLNCNKBH_00733,IMMFCMMB_03195,BDMJLJKB_02112,MDDFFGJE_03146,ADGPNKPL_00552,MFAJDMJN_02880,HOGJFGMH_00528,BFJHMAPM_00909,JFGMPIEF_02289,DOHFHPBA_00252,OAICLECK_00667,HGGDPEND_00455,PGNFGNII_00252,PDCFMNHJ_00251
group_13,,putative protein,39,39,1,1,36,,,,3057,3057,3057,COBAIANA_01229,NCDGGIKE_02205,KEJBGJNJ_00158,JELDIHCN_00056,PBHEHNGA_00773,DALMCLCA_03879,ONIJJAOC_01987,OLEGOONE_01353,CMJCGDBJ_02171,FDIPHMPI_01648,GAFMEKNJ_03440,JJCAEOCL_00436,FIMNDECN_03333,BOLFLKJN_01522,MONHGDDE_02221,HENDCIDF_00964,BGHDJHLL_00812,MLDDBGFK_01785,OBCFPDNM_00663,PDLMEAGH_01301,MIEBPKLG_00344,FAKIMOAG_01361,AAJLDHNL_02173,HFELHBKN_00428,FPIHAPOB_03816,PLNCNKBH_00151,IMMFCMMB_01861,BDMJLJKB_00344,MDDFFGJE_02608,ADGPNKPL_00344,MFAJDMJN_00808,HOGJFGMH_00711,BFJHMAPM_00499,JFGMPIEF_00742,DOHFHPBA_00449,OAICLECK_00309,HGGDPEND_00914,PGNFGNII_00449,PDCFMNHJ_00448
acrB_2,acrB_2,Multidrug efflux pump subunit AcrB,39,39,1,1,33,,,,3117,3117,3117,COBAIANA_03135,NCDGGIKE_00929,KEJBGJNJ_02005,JELDIHCN_01467,PBHEHNGA_02031,DALMCLCA_00107,ONIJJAOC_01167,OLEGOONE_02059,CMJCGDBJ_00361,FDIPHMPI_02858,GAFMEKNJ_01896,JJCAEOCL_01236,FIMNDECN_00837,BOLFLKJN_01623,MONHGDDE_03905,HENDCIDF_01309,BGHDJHLL_03566,MLDDBGFK_00763,OBCFPDNM_01326,PDLMEAGH_01768,MIEBPKLG_02861,FAKIMOAG_03879,AAJLDHNL_00742,HFELHBKN_00312,FPIHAPOB_03800,PLNCNKBH_02142,IMMFCMMB_00106,BDMJLJKB_03258,MDDFFGJE_02874,ADGPNKPL_02982,MFAJDMJN_03646,HOGJFGMH_02894,BFJHMAPM_00199,JFGMPIEF_01267,DOHFHPBA_03721,OAICLECK_02130,HGGDPEND_03259,PGNFGNII_03513,PDCFMNHJ_03392
group_12,,Extracellular serine protease,39,39,1,1,32,,,,3123,3123,3123,COBAIANA_02618,NCDGGIKE_03356,KEJBGJNJ_02848,JELDIHCN_02402,PBHEHNGA_01284,DALMCLCA_01161,ONIJJAOC_02956,OLEGOONE_01104,CMJCGDBJ_01843,FDIPHMPI_00524,GAFMEKNJ_03804,JJCAEOCL_01608,FIMNDECN_04144,BOLFLKJN_02951,MONHGDDE_02654,HENDCIDF_02682,BGHDJHLL_00257,MLDDBGFK_01339,OBCFPDNM_02057,PDLMEAGH_03098,MIEBPKLG_01886,FAKIMOAG_01635,AAJLDHNL_02825,HFELHBKN_03816,FPIHAPOB_03729,PLNCNKBH_02791,IMMFCMMB_02796,BDMJLJKB_00986,MDDFFGJE_00248,ADGPNKPL_01219,MFAJDMJN_00257,HOGJFGMH_01967,BFJHMAPM_03530,JFGMPIEF_02727,DOHFHPBA_02066,OAICLECK_01303,HGGDPEND_02628,PGNFGNII_01463,PDCFMNHJ_00992
mdtB,mdtB,Multidrug resistance protein MdtB,39,39,1,1,31,,,,3123,3123,3123,COBAIANA_00280,NCDGGIKE_01279,KEJBGJNJ_01717,JELDIHCN_03169,PBHEHNGA_03868,DALMCLCA_00562,ONIJJAOC_00882,OLEGOONE_03328,CMJCGDBJ_02711,FDIPHMPI_02494,GAFMEKNJ_02400,JJCAEOCL_03419,FIMNDECN_02857,BOLFLKJN_03870,MONHGDDE_00528,HENDCIDF_01058,BGHDJHLL_01537,MLDDBGFK_04050,OBCFPDNM_01213,PDLMEAGH_02310,MIEBPKLG_03680,FAKIMOAG_03203,AAJLDHNL_01092,HFELHBKN_03554,FPIHAPOB_03680,PLNCNKBH_02944,IMMFCMMB_00395,BDMJLJKB_03900,MDDFFGJE_03931,ADGPNKPL_03439,MFAJDMJN_02062,HOGJFGMH_03865,BFJHMAPM_04333,JFGMPIEF_01556,DOHFHPBA_03086,OAICLECK_03053,HGGDPEND_03403,PGNFGNII_02166,PDCFMNHJ_01698
rutR,rutR,HTH-type transcriptional regulator RutR,39,39,1,1,27,,,,642,642,642,COBAIANA_03254,NCDGGIKE_02420,KEJBGJNJ_00367,JELDIHCN_00265,PBHEHNGA_00564,DALMCLCA_04088,ONIJJAOC_02193,OLEGOONE_02176,CMJCGDBJ_01071,FDIPHMPI_01436,GAFMEKNJ_01079,JJCAEOCL_02143,FIMNDECN_02467,BOLFLKJN_02033,MONHGDDE_01794,HENDCIDF_00365,BGHDJHLL_02378,MLDDBGFK_03058,OBCFPDNM_00246,PDLMEAGH_00898,MIEBPKLG_00135,FAKIMOAG_01110,AAJLDHNL_01834,HFELHBKN_00941,FPIHAPOB_02355,PLNCNKBH_03857,IMMFCMMB_01652,BDMJLJKB_00135,MDDFFGJE_02245,ADGPNKPL_00135,MFAJDMJN_02603,HOGJFGMH_00955,BFJHMAPM_01467,JFGMPIEF_00948,DOHFHPBA_00658,OAICLECK_00100,HGGDPEND_00705,PGNFGNII_00658,PDCFMNHJ_00657
carB_2,carB_2,Carbamoyl-phosphate synthase large chain,39,39,1,1,23,,,,3225,3225,3225,COBAIANA_02716,NCDGGIKE_03262,KEJBGJNJ_02750,JELDIHCN_02304,PBHEHNGA_01382,DALMCLCA_02281,ONIJJAOC_02858,OLEGOONE_01333,CMJCGDBJ_02299,FDIPHMPI_00622,GAFMEKNJ_03825,JJCAEOCL_03229,FIMNDECN_02067,BOLFLKJN_01444,MONHGDDE_02556,HENDCIDF_02780,BGHDJHLL_00355,MLDDBGFK_01437,OBCFPDNM_01959,PDLMEAGH_02784,MIEBPKLG_01788,FAKIMOAG_01536,AAJLDHNL_02450,HFELHBKN_02693,FPIHAPOB_00271,PLNCNKBH_01039,IMMFCMMB_02697,BDMJLJKB_01084,MDDFFGJE_00150,ADGPNKPL_01317,MFAJDMJN_00355,HOGJFGMH_02062,BFJHMAPM_03628,JFGMPIEF_02829,DOHFHPBA_01968,OAICLECK_01401,HGGDPEND_02726,PGNFGNII_01365,PDCFMNHJ_00894
mscM,mscM,Miniconductance mechanosensitive channel MscM,39,39,1,1,16,,,,3333,3333,3333,COBAIANA_02470,NCDGGIKE_00341,KEJBGJNJ_02494,JELDIHCN_00860,PBHEHNGA_02463,DALMCLCA_01641,ONIJJAOC_03898,OLEGOONE_00437,CMJCGDBJ_00161,FDIPHMPI_03399,GAFMEKNJ_00219,JJCAEOCL_02270,FIMNDECN_04030,BOLFLKJN_02630,MONHGDDE_04407,HENDCIDF_03864,BGHDJHLL_04055,MLDDBGFK_00363,OBCFPDNM_00813,PDLMEAGH_00196,MIEBPKLG_02494,FAKIMOAG_01927,AAJLDHNL_00477,HFELHBKN_00661,FPIHAPOB_03876,PLNCNKBH_01112,IMMFCMMB_02069,BDMJLJKB_00836,MDDFFGJE_00817,ADGPNKPL_01723,MFAJDMJN_04061,HOGJFGMH_02737,BFJHMAPM_02785,JFGMPIEF_02516,DOHFHPBA_01705,OAICLECK_01890,HGGDPEND_02480,PGNFGNII_01157,PDCFMNHJ_01606
recC,recC,RecBCD enzyme subunit RecC,39,39,1,1,15,,,,3372,3372,3372,COBAIANA_02176,NCDGGIKE_00652,KEJBGJNJ_02186,JELDIHCN_03351,PBHEHNGA_01020,DALMCLCA_03213,ONIJJAOC_03206,OLEGOONE_00125,CMJCGDBJ_03010,FDIPHMPI_03116,GAFMEKNJ_01239,JJCAEOCL_00065,FIMNDECN_00951,BOLFLKJN_01151,MONHGDDE_03363,HENDCIDF_03164,BGHDJHLL_03308,MLDDBGFK_00076,OBCFPDNM_03722,PDLMEAGH_00487,MIEBPKLG_02186,FAKIMOAG_02241,AAJLDHNL_00182,HFELHBKN_00186,FPIHAPOB_00421,PLNCNKBH_01407,IMMFCMMB_02397,BDMJLJKB_00549,MDDFFGJE_00509,ADGPNKPL_03162,MFAJDMJN_03313,HOGJFGMH_02427,BFJHMAPM_01371,JFGMPIEF_03137,DOHFHPBA_01419,OAICLECK_03139,HGGDPEND_01471,PGNFGNII_00871,PDCFMNHJ_01320
mfd,mfd,Transcription-repair-coupling factor,39,39,1,1,13,,,,3447,3447,3447,COBAIANA_01343,NCDGGIKE_02324,KEJBGJNJ_00276,JELDIHCN_00174,PBHEHNGA_00655,DALMCLCA_03997,ONIJJAOC_02102,OLEGOONE_01467,CMJCGDBJ_03355,FDIPHMPI_01525,GAFMEKNJ_02472,JJCAEOCL_00323,FIMNDECN_03531,BOLFLKJN_01857,MONHGDDE_01703,HENDCIDF_00456,BGHDJHLL_02287,MLDDBGFK_01667,OBCFPDNM_00155,PDLMEAGH_02382,MIEBPKLG_00226,FAKIMOAG_01203,AAJLDHNL_02291,HFELHBKN_00546,FPIHAPOB_02526,PLNCNKBH_01551,IMMFCMMB_01743,BDMJLJKB_00226,MDDFFGJE_02336,ADGPNKPL_00226,MFAJDMJN_02694,HOGJFGMH_00867,BFJHMAPM_00381,JFGMPIEF_00857,DOHFHPBA_00567,OAICLECK_00191,HGGDPEND_00796,PGNFGNII_00567,PDCFMNHJ_00566
recB,recB,RecBCD enzyme subunit RecB,39,39,1,1,10,,,,3543,3543,3543,COBAIANA_02174,NCDGGIKE_00654,KEJBGJNJ_02184,JELDIHCN_03353,PBHEHNGA_01018,DALMCLCA_03211,ONIJJAOC_03208,OLEGOONE_00123,CMJCGDBJ_03008,FDIPHMPI_03114,GAFMEKNJ_01237,JJCAEOCL_00063,FIMNDECN_00949,BOLFLKJN_01153,MONHGDDE_03365,HENDCIDF_03166,BGHDJHLL_03310,MLDDBGFK_00074,OBCFPDNM_03724,PDLMEAGH_00485,MIEBPKLG_02184,FAKIMOAG_02243,AAJLDHNL_00180,HFELHBKN_00184,FPIHAPOB_00423,PLNCNKBH_01405,IMMFCMMB_02399,BDMJLJKB_00547,MDDFFGJE_00507,ADGPNKPL_03160,MFAJDMJN_03315,HOGJFGMH_02425,BFJHMAPM_01373,JFGMPIEF_03135,DOHFHPBA_01417,OAICLECK_03137,HGGDPEND_01469,PGNFGNII_00869,PDCFMNHJ_01318
purL,purL,Phosphoribosylformylglycinamidine synthase,39,39,1,1,8,,,,3891,3891,3891,COBAIANA_03207,NCDGGIKE_00859,KEJBGJNJ_02075,JELDIHCN_01537,PBHEHNGA_02102,DALMCLCA_00036,ONIJJAOC_01241,OLEGOONE_02131,CMJCGDBJ_02367,FDIPHMPI_02930,GAFMEKNJ_02820,JJCAEOCL_01309,FIMNDECN_00911,BOLFLKJN_01988,MONHGDDE_03976,HENDCIDF_01380,BGHDJHLL_03495,MLDDBGFK_00834,OBCFPDNM_01255,PDLMEAGH_02536,MIEBPKLG_02931,FAKIMOAG_03797,AAJLDHNL_00671,HFELHBKN_00382,FPIHAPOB_02803,PLNCNKBH_01467,IMMFCMMB_00036,BDMJLJKB_03329,MDDFFGJE_02945,ADGPNKPL_03052,MFAJDMJN_03717,HOGJFGMH_02813,BFJHMAPM_00269,JFGMPIEF_01193,DOHFHPBA_03792,OAICLECK_02200,HGGDPEND_03330,PGNFGNII_03584,PDCFMNHJ_03462
rpoB,rpoB,DNA-directed RNA polymerase subunit beta,39,39,1,1,6,,,,4038,4038,4038,COBAIANA_04138,NCDGGIKE_03602,KEJBGJNJ_04125,JELDIHCN_01867,PBHEHNGA_04042,DALMCLCA_00629,ONIJJAOC_01873,OLEGOONE_03939,CMJCGDBJ_04038,FDIPHMPI_00276,GAFMEKNJ_03748,JJCAEOCL_03898,FIMNDECN_04118,BOLFLKJN_03840,MONHGDDE_02253,HENDCIDF_02420,BGHDJHLL_02085,MLDDBGFK_04160,OBCFPDNM_02337,PDLMEAGH_03644,MIEBPKLG_04096,FAKIMOAG_04227,AAJLDHNL_04179,HFELHBKN_03329,FPIHAPOB_01305,PLNCNKBH_02821,IMMFCMMB_01148,BDMJLJKB_04176,MDDFFGJE_04350,ADGPNKPL_04080,MFAJDMJN_02075,HOGJFGMH_01543,BFJHMAPM_01141,JFGMPIEF_00119,DOHFHPBA_04144,OAICLECK_03999,HGGDPEND_04074,PGNFGNII_04041,PDCFMNHJ_04013
mukB,mukB,Chromosome partition protein MukB,39,39,1,1,4,,,,4449,4449,4449,COBAIANA_03309,NCDGGIKE_02475,KEJBGJNJ_00422,JELDIHCN_00320,PBHEHNGA_00509,DALMCLCA_04143,ONIJJAOC_02248,OLEGOONE_02231,CMJCGDBJ_01604,FDIPHMPI_01381,GAFMEKNJ_01024,JJCAEOCL_02088,FIMNDECN_02412,BOLFLKJN_02088,MONHGDDE_01849,HENDCIDF_00310,BGHDJHLL_02433,MLDDBGFK_03003,OBCFPDNM_00301,PDLMEAGH_00843,MIEBPKLG_00080,FAKIMOAG_01054,AAJLDHNL_01779,HFELHBKN_00886,FPIHAPOB_02004,PLNCNKBH_02710,IMMFCMMB_01597,BDMJLJKB_00080,MDDFFGJE_02190,ADGPNKPL_00080,MFAJDMJN_02548,HOGJFGMH_01010,BFJHMAPM_01522,JFGMPIEF_01003,DOHFHPBA_00713,OAICLECK_00045,HGGDPEND_00650,PGNFGNII_00713,PDCFMNHJ_00712
nupC_2,nupC_2,Nucleoside permease NupC,38,38,1,1,6668,,,,1185,1185,1185,COBAIANA_03248,NCDGGIKE_02416,KEJBGJNJ_00361,JELDIHCN_00259,PBHEHNGA_00570,DALMCLCA_04082,ONIJJAOC_02187,OLEGOONE_02170,CMJCGDBJ_01077,FDIPHMPI_01440,GAFMEKNJ_01083,JJCAEOCL_02147,FIMNDECN_02473,BOLFLKJN_02028,MONHGDDE_01788,HENDCIDF_00371,BGHDJHLL_02372,MLDDBGFK_03064,OBCFPDNM_00240,PDLMEAGH_00902,MIEBPKLG_00141,FAKIMOAG_01115,AAJLDHNL_01840,HFELHBKN_00947,,PLNCNKBH_03853,IMMFCMMB_01658,BDMJLJKB_00141,MDDFFGJE_02251,ADGPNKPL_00141,MFAJDMJN_02609,HOGJFGMH_00951,BFJHMAPM_01461,JFGMPIEF_00942,DOHFHPBA_00652,OAICLECK_00106,HGGDPEND_00711,PGNFGNII_00652,PDCFMNHJ_00651
efeU,efeU,Ferrous iron permease EfeU,38,38,1,1,6667,,,,831,831,831,COBAIANA_03247,NCDGGIKE_02415,KEJBGJNJ_00360,JELDIHCN_00258,PBHEHNGA_00571,DALMCLCA_04081,ONIJJAOC_02186,OLEGOONE_02169,CMJCGDBJ_01078,FDIPHMPI_01441,GAFMEKNJ_01084,JJCAEOCL_02148,FIMNDECN_02474,BOLFLKJN_02027,MONHGDDE_01787,HENDCIDF_00372,BGHDJHLL_02371,MLDDBGFK_03065,OBCFPDNM_00239,PDLMEAGH_00903,MIEBPKLG_00142,FAKIMOAG_01116,AAJLDHNL_01841,HFELHBKN_00948,,PLNCNKBH_03852,IMMFCMMB_01659,BDMJLJKB_00142,MDDFFGJE_02252,ADGPNKPL_00142,MFAJDMJN_02610,HOGJFGMH_00950,BFJHMAPM_01460,JFGMPIEF_00941,DOHFHPBA_00651,OAICLECK_00107,HGGDPEND_00712,PGNFGNII_00651,PDCFMNHJ_00650
efeO,efeO,Iron uptake system component EfeO,38,38,1,1,6666,,,,1128,1128,1128,COBAIANA_03246,NCDGGIKE_02414,KEJBGJNJ_00359,JELDIHCN_00257,PBHEHNGA_00572,DALMCLCA_04080,ONIJJAOC_02185,OLEGOONE_02168,CMJCGDBJ_01079,FDIPHMPI_01442,GAFMEKNJ_01085,JJCAEOCL_02149,FIMNDECN_02475,BOLFLKJN_02026,MONHGDDE_01786,HENDCIDF_00373,BGHDJHLL_02370,MLDDBGFK_03066,OBCFPDNM_00238,PDLMEAGH_00904,MIEBPKLG_00143,FAKIMOAG_01117,AAJLDHNL_01842,HFELHBKN_00949,,PLNCNKBH_03851,IMMFCMMB_01660,BDMJLJKB_00143,MDDFFGJE_02253,ADGPNKPL_00143,MFAJDMJN_02611,HOGJFGMH_00949,BFJHMAPM_01459,JFGMPIEF_00940,DOHFHPBA_00650,OAICLECK_00108,HGGDPEND_00713,PGNFGNII_00650,PDCFMNHJ_00649
proA,proA,Gamma-glutamyl phosphate reductase,38,38,1,1,6662,,,,1254,1254,1254,COBAIANA_01444,NCDGGIKE_03072,KEJBGJNJ_03897,JELDIHCN_00781,PBHEHNGA_04010,DALMCLCA_03534,ONIJJAOC_03563,OLEGOONE_02793,CMJCGDBJ_00836,FDIPHMPI_00802,GAFMEKNJ_01688,JJCAEOCL_02727,FIMNDECN_00023,BOLFLKJN_03809,MONHGDDE_02268,HENDCIDF_02449,BGHDJHLL_02115,MLDDBGFK_04120,OBCFPDNM_02392,PDLMEAGH_04103,MIEBPKLG_03801,FAKIMOAG_04237,AAJLDHNL_04267,HFELHBKN_03746,,PLNCNKBH_01954,IMMFCMMB_01104,BDMJLJKB_04087,MDDFFGJE_03536,ADGPNKPL_03843,MFAJDMJN_02119,HOGJFGMH_01575,BFJHMAPM_02133,JFGMPIEF_03339,DOHFHPBA_04194,OAICLECK_04072,HGGDPEND_04000,PGNFGNII_02136,PDCFMNHJ_03520
proB_1,proB_1,Glutamate 5-kinase,38,38,1,1,6661,,,,1104,1104,1104,COBAIANA_01443,NCDGGIKE_03073,KEJBGJNJ_03896,JELDIHCN_00780,PBHEHNGA_04009,DALMCLCA_03535,ONIJJAOC_03564,OLEGOONE_02792,CMJCGDBJ_00835,FDIPHMPI_00801,GAFMEKNJ_01687,JJCAEOCL_02728,FIMNDECN_00022,BOLFLKJN_03810,MONHGDDE_02269,HENDCIDF_02450,BGHDJHLL_02114,MLDDBGFK_04119,OBCFPDNM_02391,PDLMEAGH_04102,MIEBPKLG_03800,FAKIMOAG_04238,AAJLDHNL_04268,HFELHBKN_03747,,PLNCNKBH_01955,IMMFCMMB_01105,BDMJLJKB_04086,MDDFFGJE_03535,ADGPNKPL_03842,MFAJDMJN_02118,HOGJFGMH_01574,BFJHMAPM_02134,JFGMPIEF_03338,DOHFHPBA_04195,OAICLECK_04073,HGGDPEND_04001,PGNFGNII_02137,PDCFMNHJ_03519
group_3312,,hypothetical protein,38,38,1,1,6660,,,,1248,1248,1248,COBAIANA_01440,NCDGGIKE_03076,KEJBGJNJ_03893,JELDIHCN_00777,PBHEHNGA_04006,DALMCLCA_03538,ONIJJAOC_03567,OLEGOONE_02789,CMJCGDBJ_00003,FDIPHMPI_00798,GAFMEKNJ_01684,JJCAEOCL_02731,FIMNDECN_00019,BOLFLKJN_03813,MONHGDDE_02272,HENDCIDF_02453,BGHDJHLL_02111,MLDDBGFK_04116,OBCFPDNM_02388,PDLMEAGH_04099,MIEBPKLG_03797,FAKIMOAG_04241,AAJLDHNL_04271,HFELHBKN_03689,,PLNCNKBH_01958,IMMFCMMB_01108,BDMJLJKB_04083,MDDFFGJE_03532,ADGPNKPL_03839,MFAJDMJN_02115,HOGJFGMH_01571,BFJHMAPM_02137,JFGMPIEF_03335,DOHFHPBA_04198,OAICLECK_04076,HGGDPEND_04004,PGNFGNII_02140,PDCFMNHJ_03516
gpt_1,gpt_1,Xanthine phosphoribosyltransferase,38,38,1,1,6659,,,,459,459,459,COBAIANA_01439,NCDGGIKE_03077,KEJBGJNJ_03892,JELDIHCN_00776,PBHEHNGA_04005,DALMCLCA_03539,ONIJJAOC_03568,OLEGOONE_02788,CMJCGDBJ_00004,FDIPHMPI_00797,GAFMEKNJ_01683,JJCAEOCL_02732,FIMNDECN_00018,BOLFLKJN_03814,MONHGDDE_02273,HENDCIDF_02454,BGHDJHLL_02110,MLDDBGFK_04115,OBCFPDNM_02387,PDLMEAGH_04098,MIEBPKLG_03796,FAKIMOAG_04242,AAJLDHNL_04272,HFELHBKN_03690,,PLNCNKBH_01959,IMMFCMMB_01109,BDMJLJKB_04082,MDDFFGJE_03531,ADGPNKPL_03838,MFAJDMJN_02114,HOGJFGMH_01570,BFJHMAPM_02138,JFGMPIEF_03334,DOHFHPBA_04199,OAICLECK_04077,HGGDPEND_04005,PGNFGNII_02141,PDCFMNHJ_03515
pepD_1,pepD_1,Cytosol non-specific dipeptidase,38,38,1,1,6658,,,,1458,1458,1458,COBAIANA_01438,NCDGGIKE_03078,KEJBGJNJ_03891,JELDIHCN_00775,PBHEHNGA_04004,DALMCLCA_03540,ONIJJAOC_03569,OLEGOONE_02787,CMJCGDBJ_00005,FDIPHMPI_00796,GAFMEKNJ_01682,JJCAEOCL_02733,FIMNDECN_00017,BOLFLKJN_03815,MONHGDDE_02274,HENDCIDF_02455,BGHDJHLL_02109,MLDDBGFK_04114,OBCFPDNM_02386,PDLMEAGH_04097,MIEBPKLG_03795,FAKIMOAG_04243,AAJLDHNL_04273,HFELHBKN_03691,,PLNCNKBH_01960,IMMFCMMB_01110,BDMJLJKB_04081,MDDFFGJE_03530,ADGPNKPL_03837,MFAJDMJN_02113,HOGJFGMH_01569,BFJHMAPM_02139,JFGMPIEF_03333,DOHFHPBA_04200,OAICLECK_04078,HGGDPEND_04006,PGNFGNII_02142,PDCFMNHJ_03514
dinB,dinB,DNA polymerase IV,38,38,1,1,6657,,,,1071,1071,1071,COBAIANA_01437,NCDGGIKE_03081,KEJBGJNJ_03890,JELDIHCN_00774,PBHEHNGA_04003,DALMCLCA_03541,ONIJJAOC_03570,OLEGOONE_02786,8_refound_205,FDIPHMPI_00793,GAFMEKNJ_01679,JJCAEOCL_02736,FIMNDECN_00016,BOLFLKJN_03816,MONHGDDE_02275,HENDCIDF_02456,BGHDJHLL_02108,MLDDBGFK_04113,OBCFPDNM_02385,PDLMEAGH_03925,MIEBPKLG_03794,FAKIMOAG_04244,AAJLDHNL_04274,HFELHBKN_03692,,PLNCNKBH_01961,IMMFCMMB_01111,BDMJLJKB_04080,MDDFFGJE_03529,ADGPNKPL_03836,MFAJDMJN_02112,HOGJFGMH_01568,BFJHMAPM_02140,JFGMPIEF_03332,DOHFHPBA_04201,OAICLECK_04079,HGGDPEND_04007,PGNFGNII_02143,PDCFMNHJ_03513
